Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675377946.3201683,109,224546,0,GPS1_Frame,42.30733108520508,-71.10783386230469,19.5 M,1.2000000476837158,326273.0,4686051.5,224546.0,19,T
1675377947.3201282,110,224547,0,GPS1_Frame,42.30732727050781,-71.10784149169922,19.5 M,1.2000000476837158,326272.59375,4686051.0,224547.0,19,T
1675377948.320543,111,224548,0,GPS1_Frame,42.30732345581055,-71.10784149169922,19.5 M,1.2000000476837158,326272.15625,4686050.0,224548.0,19,T
1675377949.320037,112,224549,0,GPS1_Frame,42.307315826416016,-71.10784912109375,19.5 M,1.2000000476837158,326271.71875,4686049.5,224549.0,19,T
1675377950.3207655,113,224550,0,GPS1_Frame,42.30731201171875,-71.10785675048828,19.6 M,1.2000000476837158,326271.15625,4686049.0,224550.0,19,T
1675377951.3202589,114,224551,0,GPS1_Frame,42.30730438232422,-71.10785675048828,19.6 M,1.2000000476837158,326270.75,4686048.5,224551.0,19,T
1675377952.3205624,115,224552,0,GPS1_Frame,42.30730056762695,-71.10786437988281,19.6 M,1.2000000476837158,326270.3125,4686048.0,224552.0,19,T
1675377953.3203313,116,224553,0,GPS1_Frame,42.30729675292969,-71.10787200927734,19.7 M,1.2000000476837158,326269.875,4686047.5,224553.0,19,T
1675377954.3216484,117,224554,0,GPS1_Frame,42.307289123535156,-71.10787200927734,19.7 M,1.2000000476837158,326269.46875,4686047.0,224554.0,19,T
1675377955.320209,118,224555,0,GPS1_Frame,42.30728530883789,-71.10787963867188,19.7 M,1.2000000476837158,326269.03125,4686046.0,224555.0,19,T
1675377956.3198173,119,224556,0,GPS1_Frame,42.30727767944336,-71.1078872680664,19.7 M,1.2000000476837158,326268.46875,4686045.5,224556.0,19,T
1675377957.3200974,120,224557,0,GPS1_Frame,42.307273864746094,-71.1078872680664,19.8 M,1.2000000476837158,326268.1875,4686045.0,224557.0,19,T
1675377958.32064,121,224558,0,GPS1_Frame,42.30727005004883,-71.10789489746094,19.8 M,1.2000000476837158,326267.75,4686044.5,224558.0,19,T
1675377959.3202808,122,224559,0,GPS1_Frame,42.3072624206543,-71.10790252685547,19.8 M,1.2000000476837158,326267.1875,4686043.5,224559.0,19,T
1675377960.3204038,123,224600,0,GPS1_Frame,42.307254791259766,-71.10791015625,19.8 M,1.2000000476837158,326266.75,4686043.0,224600.0,19,T
1675377961.3199425,124,224601,0,GPS1_Frame,42.3072509765625,-71.10791015625,19.8 M,1.2000000476837158,326266.1875,4686042.5,224601.0,19,T
1675377962.32023,125,224602,0,GPS1_Frame,42.307247161865234,-71.10791778564453,19.9 M,1.2000000476837158,326265.78125,4686042.0,224602.0,19,T
1675377963.3202126,126,224603,0,GPS1_Frame,42.3072395324707,-71.10792541503906,19.9 M,1.2000000476837158,326265.34375,4686041.5,224603.0,19,T
1675377964.3204944,127,224604,0,GPS1_Frame,42.30723571777344,-71.10792541503906,19.9 M,1.2000000476837158,326264.90625,4686041.0,224604.0,19,T
1675377965.320412,128,224605,0,GPS1_Frame,42.30723190307617,-71.1079330444336,19.9 M,1.2000000476837158,326264.46875,4686040.0,224605.0,19,T
1675377966.3219228,129,224606,0,GPS1_Frame,42.30722427368164,-71.10794067382812,19.9 M,1.2000000476837158,326264.0625,4686039.5,224606.0,19,T
1675377967.3203545,130,224607,0,GPS1_Frame,42.30721664428711,-71.10794830322266,19.9 M,1.2000000476837158,326263.5,4686039.0,224607.0,19,T
1675377968.3201153,131,224608,0,GPS1_Frame,42.307212829589844,-71.10794830322266,19.9 M,1.2000000476837158,326263.0625,4686038.5,224608.0,19,T
1675377969.320778,132,224609,0,GPS1_Frame,42.30720901489258,-71.10795593261719,19.9 M,1.2000000476837158,326262.625,4686038.0,224609.0,19,T
1675377970.320972,133,224610,0,GPS1_Frame,42.30720138549805,-71.10796356201172,20.0 M,1.2000000476837158,326262.0625,4686037.0,224610.0,19,T
1675377971.320385,134,224611,0,GPS1_Frame,42.30719757080078,-71.10796356201172,20.0 M,1.2000000476837158,326261.65625,4686036.5,224611.0,19,T
1675377972.3205113,135,224612,0,GPS1_Frame,42.30718994140625,-71.10797119140625,20.0 M,1.2000000476837158,326261.21875,4686036.0,224612.0,19,T
1675377973.32032,136,224613,0,GPS1_Frame,42.307186126708984,-71.10797882080078,20.0 M,1.2000000476837158,326260.78125,4686035.5,224613.0,19,T
1675377974.3204567,137,224614,0,GPS1_Frame,42.30717849731445,-71.10797882080078,20.1 M,1.2000000476837158,326260.34375,4686034.5,224614.0,19,T
1675377975.3204646,138,224615,0,GPS1_Frame,42.30717468261719,-71.10798645019531,20.1 M,1.2000000476837158,326259.9375,4686034.0,224615.0,19,T
1675377976.319965,139,224616,0,GPS1_Frame,42.307167053222656,-71.10799407958984,20.1 M,1.2000000476837158,326259.5,4686033.5,224616.0,19,T
1675377977.320505,140,224617,0,GPS1_Frame,42.30716323852539,-71.10799407958984,20.0 M,1.2000000476837158,326259.21875,4686033.0,224617.0,19,T
1675377978.3210948,141,224618,0,GPS1_Frame,42.30715560913086,-71.10800170898438,20.0 M,1.2000000476837158,326258.78125,4686032.0,224618.0,19,T
1675377979.3201818,142,224619,0,GPS1_Frame,42.307151794433594,-71.10800170898438,19.9 M,1.2000000476837158,326258.34375,4686031.5,224619.0,19,T
1675377980.3199346,143,224620,0,GPS1_Frame,42.30714416503906,-71.1080093383789,19.9 M,1.2000000476837158,326257.78125,4686031.0,224620.0,19,T
1675377981.320384,144,224621,0,GPS1_Frame,42.3071403503418,-71.10801696777344,19.9 M,1.2000000476837158,326257.375,4686030.5,224621.0,19,T
1675377982.3196983,145,224622,0,GPS1_Frame,42.3071403503418,-71.10801696777344,19.8 M,1.2000000476837158,326257.375,4686030.5,224622.0,19,T
